date,date2,c,currency,1,rus_currency,num
19.08.2020,19.08.2020,840,USD,1,Доллар США,73.4321
19.08.2020,19.08.2020,978,EUR,1,Евро,87.3401
20.08.2020,20.08.2020,840,USD,1,Доллар США,73.2392
20.08.2020,20.08.2020,978,EUR,1,Евро,87.4037
21.08.2020,21.08.2020,840,USD,1,Доллар США,73.7711
21.08.2020,21.08.2020,978,EUR,1,Евро,87.4261
22.08.2020,22.08.2020,840,USD,1,Доллар США,74.0999
22.08.2020,22.08.2020,978,EUR,1,Евро,87.7343
23.08.2020,23.08.2020,840,USD,1,Доллар США,74.0999
23.08.2020,23.08.2020,978,EUR,1,Евро,87.7343
24.08.2020,24.08.2020,840,USD,1,Доллар США,74.0999
24.08.2020,24.08.2020,978,EUR,1,Евро,87.7343
25.08.2020,25.08.2020,840,USD,1,Доллар США,74.4184
25.08.2020,25.08.2020,978,EUR,1,Евро,87.903
26.08.2020,26.08.2020,840,USD,1,Доллар США,74.5126
26.08.2020,26.08.2020,978,EUR,1,Евро,88.059
27.08.2020,27.08.2020,840,USD,1,Доллар США,75.5379
27.08.2020,27.08.2020,978,EUR,1,Евро,89.2254
28.08.2020,28.08.2020,840,USD,1,Доллар США,75.2354
28.08.2020,28.08.2020,978,EUR,1,Евро,88.996
29.08.2020,29.08.2020,840,USD,1,Доллар США,74.6382
29.08.2020,29.08.2020,978,EUR,1,Евро,88.7448
30.08.2020,30.08.2020,840,USD,1,Доллар США,74.6382
30.08.2020,30.08.2020,978,EUR,1,Евро,88.7448
31.08.2020,31.08.2020,840,USD,1,Доллар США,74.6382
31.08.2020,31.08.2020,978,EUR,1,Евро,88.7448
01.09.2020,01.09.2020,840,USD,1,Доллар США,73.8039
01.09.2020,01.09.2020,978,EUR,1,Евро,87.8266
02.09.2020,02.09.2020,840,USD,1,Доллар США,73.5849
02.09.2020,02.09.2020,978,EUR,1,Евро,88.1547
03.09.2020,03.09.2020,840,USD,1,Доллар США,73.8588
03.09.2020,03.09.2020,978,EUR,1,Евро,87.7369
04.09.2020,04.09.2020,840,USD,1,Доллар США,75.468
04.09.2020,04.09.2020,978,EUR,1,Евро,89.1353
05.09.2020,05.09.2020,840,USD,1,Доллар США,75.1823
05.09.2020,05.09.2020,978,EUR,1,Евро,89.0384
06.09.2020,06.09.2020,840,USD,1,Доллар США,75.1823
06.09.2020,06.09.2020,978,EUR,1,Евро,89.0384
07.09.2020,07.09.2020,840,USD,1,Доллар США,75.1823
07.09.2020,07.09.2020,978,EUR,1,Евро,89.0384
08.09.2020,08.09.2020,840,USD,1,Доллар США,75.591
08.09.2020,08.09.2020,978,EUR,1,Евро,89.4771
09.09.2020,09.09.2020,840,USD,1,Доллар США,75.9645
09.09.2020,09.09.2020,978,EUR,1,Евро,89.7369
10.09.2020,10.09.2020,840,USD,1,Доллар США,76.0713
10.09.2020,10.09.2020,978,EUR,1,Евро,89.5663
11.09.2020,11.09.2020,840,USD,1,Доллар США,75.5274
11.09.2020,11.09.2020,978,EUR,1,Евро,89.3036
12.09.2020,12.09.2020,840,USD,1,Доллар США,74.8896
12.09.2020,12.09.2020,978,EUR,1,Евро,88.6768
13.09.2020,13.09.2020,840,USD,1,Доллар США,74.8896
13.09.2020,13.09.2020,978,EUR,1,Евро,88.6768
14.09.2020,14.09.2020,840,USD,1,Доллар США,74.8896
14.09.2020,14.09.2020,978,EUR,1,Евро,88.6768
15.09.2020,15.09.2020,840,USD,1,Доллар США,74.7148
15.09.2020,15.09.2020,978,EUR,1,Евро,88.5819
16.09.2020,16.09.2020,840,USD,1,Доллар США,75.1884
16.09.2020,16.09.2020,978,EUR,1,Евро,89.3614
17.09.2020,17.09.2020,840,USD,1,Доллар США,74.9278
17.09.2020,17.09.2020,978,EUR,1,Евро,88.8644
18.09.2020,18.09.2020,840,USD,1,Доллар США,75.1941
18.09.2020,18.09.2020,978,EUR,1,Евро,88.6313
19.09.2020,19.09.2020,840,USD,1,Доллар США,75.0319
19.09.2020,19.09.2020,978,EUR,1,Евро,88.9578
20.09.2020,20.09.2020,840,USD,1,Доллар США,75.0319
20.09.2020,20.09.2020,978,EUR,1,Евро,88.9578
21.09.2020,21.09.2020,840,USD,1,Доллар США,75.0319
21.09.2020,21.09.2020,978,EUR,1,Евро,88.9578
22.09.2020,22.09.2020,840,USD,1,Доллар США,76.0381
22.09.2020,22.09.2020,978,EUR,1,Евро,90.0063
23.09.2020,23.09.2020,840,USD,1,Доллар США,76.2711
23.09.2020,23.09.2020,978,EUR,1,Евро,89.4813
24.09.2020,24.09.2020,840,USD,1,Доллар США,76.3545
24.09.2020,24.09.2020,978,EUR,1,Евро,89.2508
25.09.2020,25.09.2020,840,USD,1,Доллар США,77.178
25.09.2020,25.09.2020,978,EUR,1,Евро,89.9818
26.09.2020,26.09.2020,840,USD,1,Доллар США,76.8195
26.09.2020,26.09.2020,978,EUR,1,Евро,89.6637
27.09.2020,27.09.2020,840,USD,1,Доллар США,76.8195
27.09.2020,27.09.2020,978,EUR,1,Евро,89.6637
28.09.2020,28.09.2020,840,USD,1,Доллар США,76.8195
28.09.2020,28.09.2020,978,EUR,1,Евро,89.6637
29.09.2020,29.09.2020,840,USD,1,Доллар США,78.6713
29.09.2020,29.09.2020,978,EUR,1,Евро,91.479
30.09.2020,30.09.2020,840,USD,1,Доллар США,79.6845
30.09.2020,30.09.2020,978,EUR,1,Евро,93.0237
01.10.2020,01.10.2020,840,USD,1,Доллар США,78.7847
01.10.2020,01.10.2020,978,EUR,1,Евро,92.4302
02.10.2020,02.10.2020,840,USD,1,Доллар США,77.2774
02.10.2020,02.10.2020,978,EUR,1,Евро,90.7237
03.10.2020,03.10.2020,840,USD,1,Доллар США,78.0915
03.10.2020,03.10.2020,978,EUR,1,Евро,91.5779
04.10.2020,04.10.2020,840,USD,1,Доллар США,78.0915
04.10.2020,04.10.2020,978,EUR,1,Евро,91.5779
05.10.2020,05.10.2020,840,USD,1,Доллар США,78.0915
05.10.2020,05.10.2020,978,EUR,1,Евро,91.5779
06.10.2020,06.10.2020,840,USD,1,Доллар США,78.1281
06.10.2020,06.10.2020,978,EUR,1,Евро,91.6599
07.10.2020,07.10.2020,840,USD,1,Доллар США,78.5119
07.10.2020,07.10.2020,978,EUR,1,Евро,92.5184
08.10.2020,08.10.2020,840,USD,1,Доллар США,78.0921
08.10.2020,08.10.2020,978,EUR,1,Евро,91.8129
09.10.2020,09.10.2020,840,USD,1,Доллар США,77.9157
09.10.2020,09.10.2020,978,EUR,1,Евро,91.699
10.10.2020,10.10.2020,840,USD,1,Доллар США,77.0284
10.10.2020,10.10.2020,978,EUR,1,Евро,90.7163
11.10.2020,11.10.2020,840,USD,1,Доллар США,77.0284
11.10.2020,11.10.2020,978,EUR,1,Евро,90.7163
12.10.2020,12.10.2020,840,USD,1,Доллар США,77.0284
12.10.2020,12.10.2020,978,EUR,1,Евро,90.7163
13.10.2020,13.10.2020,840,USD,1,Доллар США,77.0239
13.10.2020,13.10.2020,978,EUR,1,Евро,91.0037
14.10.2020,14.10.2020,840,USD,1,Доллар США,77.2855
14.10.2020,14.10.2020,978,EUR,1,Евро,91.0732
15.10.2020,15.10.2020,840,USD,1,Доллар США,77.2759
15.10.2020,15.10.2020,978,EUR,1,Евро,90.7065
16.10.2020,16.10.2020,840,USD,1,Доллар США,77.9461
16.10.2020,16.10.2020,978,EUR,1,Евро,91.4542
17.10.2020,17.10.2020,840,USD,1,Доллар США,77.9644
17.10.2020,17.10.2020,978,EUR,1,Евро,91.3041
18.10.2020,18.10.2020,840,USD,1,Доллар США,77.9644
18.10.2020,18.10.2020,978,EUR,1,Евро,91.3041
19.10.2020,19.10.2020,840,USD,1,Доллар США,77.9644
19.10.2020,19.10.2020,978,EUR,1,Евро,91.3041
20.10.2020,20.10.2020,840,USD,1,Доллар США,77.9241
20.10.2020,20.10.2020,978,EUR,1,Евро,91.3115
21.10.2020,21.10.2020,840,USD,1,Доллар США,77.778
21.10.2020,21.10.2020,978,EUR,1,Евро,91.5603
22.10.2020,22.10.2020,840,USD,1,Доллар США,77.0322
22.10.2020,22.10.2020,978,EUR,1,Евро,91.3448
23.10.2020,23.10.2020,840,USD,1,Доллар США,77.0809
23.10.2020,23.10.2020,978,EUR,1,Евро,91.3563
24.10.2020,24.10.2020,840,USD,1,Доллар США,76.4667
24.10.2020,24.10.2020,978,EUR,1,Евро,90.4142
25.10.2020,25.10.2020,840,USD,1,Доллар США,76.4667
25.10.2020,25.10.2020,978,EUR,1,Евро,90.4142
26.10.2020,26.10.2020,840,USD,1,Доллар США,76.4667
26.10.2020,26.10.2020,978,EUR,1,Евро,90.4142
27.10.2020,27.10.2020,840,USD,1,Доллар США,76.4443
27.10.2020,27.10.2020,978,EUR,1,Евро,90.4489
28.10.2020,28.10.2020,840,USD,1,Доллар США,76.4556
28.10.2020,28.10.2020,978,EUR,1,Евро,90.3552
29.10.2020,29.10.2020,840,USD,1,Доллар США,77.552
29.10.2020,29.10.2020,978,EUR,1,Евро,91.2632
30.10.2020,30.10.2020,840,USD,1,Доллар США,78.8699
30.10.2020,30.10.2020,978,EUR,1,Евро,92.6011
31.10.2020,31.10.2020,840,USD,1,Доллар США,79.3323
31.10.2020,31.10.2020,978,EUR,1,Евро,92.6284
01.11.2020,01.11.2020,840,USD,1,Доллар США,79.3323
01.11.2020,01.11.2020,978,EUR,1,Евро,92.6284
02.11.2020,02.11.2020,840,USD,1,Доллар США,79.3323
02.11.2020,02.11.2020,978,EUR,1,Евро,92.6284
03.11.2020,03.11.2020,840,USD,1,Доллар США,80.5749
03.11.2020,03.11.2020,978,EUR,1,Евро,93.757
04.11.2020,04.11.2020,840,USD,1,Доллар США,80.0006
04.11.2020,04.11.2020,978,EUR,1,Евро,93.3447
05.11.2020,05.11.2020,840,USD,1,Доллар США,80.0006
05.11.2020,05.11.2020,978,EUR,1,Евро,93.3447
06.11.2020,06.11.2020,840,USD,1,Доллар США,78.4559
06.11.2020,06.11.2020,978,EUR,1,Евро,92.1229
07.11.2020,07.11.2020,840,USD,1,Доллар США,77.1875
07.11.2020,07.11.2020,978,EUR,1,Евро,91.3514
08.11.2020,08.11.2020,840,USD,1,Доллар США,77.1875
08.11.2020,08.11.2020,978,EUR,1,Евро,91.3514
09.11.2020,09.11.2020,840,USD,1,Доллар США,77.1875
09.11.2020,09.11.2020,978,EUR,1,Евро,91.3514
10.11.2020,10.11.2020,840,USD,1,Доллар США,76.9515
10.11.2020,10.11.2020,978,EUR,1,Евро,91.4953
11.11.2020,11.11.2020,840,USD,1,Доллар США,76.3978
11.11.2020,11.11.2020,978,EUR,1,Евро,90.3557
12.11.2020,12.11.2020,840,USD,1,Доллар США,76.2075
12.11.2020,12.11.2020,978,EUR,1,Евро,90.0468
13.11.2020,13.11.2020,840,USD,1,Доллар США,77.1148
13.11.2020,13.11.2020,978,EUR,1,Евро,90.8104
14.11.2020,14.11.2020,840,USD,1,Доллар США,77.3262
14.11.2020,14.11.2020,978,EUR,1,Евро,91.3222
15.11.2020,15.11.2020,840,USD,1,Доллар США,77.3262
15.11.2020,15.11.2020,978,EUR,1,Евро,91.3222
16.11.2020,16.11.2020,840,USD,1,Доллар США,77.3262
16.11.2020,16.11.2020,978,EUR,1,Евро,91.3222
17.11.2020,17.11.2020,840,USD,1,Доллар США,76.9197
17.11.2020,17.11.2020,978,EUR,1,Евро,91.1729
18.11.2020,18.11.2020,840,USD,1,Доллар США,76.253
18.11.2020,18.11.2020,978,EUR,1,Евро,90.3903
19.11.2020,19.11.2020,840,USD,1,Доллар США,75.9268
19.11.2020,19.11.2020,978,EUR,1,Евро,90.2314
20.11.2020,20.11.2020,840,USD,1,Доллар США,76.2627
20.11.2020,20.11.2020,978,EUR,1,Евро,90.3484
21.11.2020,21.11.2020,840,USD,1,Доллар США,76.012
21.11.2020,21.11.2020,978,EUR,1,Евро,90.2643
22.11.2020,22.11.2020,840,USD,1,Доллар США,76.012
22.11.2020,22.11.2020,978,EUR,1,Евро,90.2643
23.11.2020,23.11.2020,840,USD,1,Доллар США,76.012
23.11.2020,23.11.2020,978,EUR,1,Евро,90.2643
24.11.2020,24.11.2020,840,USD,1,Доллар США,75.76
24.11.2020,24.11.2020,978,EUR,1,Евро,89.9347
25.11.2020,25.11.2020,840,USD,1,Доллар США,75.8146
25.11.2020,25.11.2020,978,EUR,1,Евро,89.8934
26.11.2020,26.11.2020,840,USD,1,Доллар США,75.4727
26.11.2020,26.11.2020,978,EUR,1,Евро,89.888
27.11.2020,27.11.2020,840,USD,1,Доллар США,75.4518
27.11.2020,27.11.2020,978,EUR,1,Евро,90.0291
28.11.2020,28.11.2020,840,USD,1,Доллар США,75.8599
28.11.2020,28.11.2020,978,EUR,1,Евро,90.4629
29.11.2020,29.11.2020,840,USD,1,Доллар США,75.8599
29.11.2020,29.11.2020,978,EUR,1,Евро,90.4629
30.11.2020,30.11.2020,840,USD,1,Доллар США,75.8599
30.11.2020,30.11.2020,978,EUR,1,Евро,90.4629
01.12.2020,01.12.2020,840,USD,1,Доллар США,76.1999
01.12.2020,01.12.2020,978,EUR,1,Евро,91.2037
02.12.2020,02.12.2020,840,USD,1,Доллар США,76.3203
02.12.2020,02.12.2020,978,EUR,1,Евро,91.3096
03.12.2020,03.12.2020,840,USD,1,Доллар США,75.6151
03.12.2020,03.12.2020,978,EUR,1,Евро,91.3052
04.12.2020,04.12.2020,840,USD,1,Доллар США,75.1996
04.12.2020,04.12.2020,978,EUR,1,Евро,91.1946
05.12.2020,05.12.2020,840,USD,1,Доллар США,74.2529
05.12.2020,05.12.2020,978,EUR,1,Евро,90.2618
06.12.2020,06.12.2020,840,USD,1,Доллар США,74.2529
06.12.2020,06.12.2020,978,EUR,1,Евро,90.2618
07.12.2020,07.12.2020,840,USD,1,Доллар США,74.2529
07.12.2020,07.12.2020,978,EUR,1,Евро,90.2618
08.12.2020,08.12.2020,840,USD,1,Доллар США,74.2506
08.12.2020,08.12.2020,978,EUR,1,Евро,89.9695
09.12.2020,09.12.2020,840,USD,1,Доллар США,73.6618
09.12.2020,09.12.2020,978,EUR,1,Евро,89.2044
10.12.2020,10.12.2020,840,USD,1,Доллар США,73.3057
10.12.2020,10.12.2020,978,EUR,1,Евро,88.9418
11.12.2020,11.12.2020,840,USD,1,Доллар США,73.7124
11.12.2020,11.12.2020,978,EUR,1,Евро,89.133
12.12.2020,12.12.2020,840,USD,1,Доллар США,73.1195
12.12.2020,12.12.2020,978,EUR,1,Евро,88.7744
13.12.2020,13.12.2020,840,USD,1,Доллар США,73.1195
13.12.2020,13.12.2020,978,EUR,1,Евро,88.7744
14.12.2020,14.12.2020,840,USD,1,Доллар США,73.1195
14.12.2020,14.12.2020,978,EUR,1,Евро,88.7744
15.12.2020,15.12.2020,840,USD,1,Доллар США,72.9272
15.12.2020,15.12.2020,978,EUR,1,Евро,88.5847
16.12.2020,16.12.2020,840,USD,1,Доллар США,73.4453
16.12.2020,16.12.2020,978,EUR,1,Евро,89.1846
17.12.2020,17.12.2020,840,USD,1,Доллар США,73.4201
17.12.2020,17.12.2020,978,EUR,1,Евро,89.3229
18.12.2020,18.12.2020,840,USD,1,Доллар США,72.9781
18.12.2020,18.12.2020,978,EUR,1,Евро,89.2887
19.12.2020,19.12.2020,840,USD,1,Доллар США,73.3155
19.12.2020,19.12.2020,978,EUR,1,Евро,89.8262
20.12.2020,20.12.2020,840,USD,1,Доллар США,73.3155
20.12.2020,20.12.2020,978,EUR,1,Евро,89.8262
21.12.2020,21.12.2020,840,USD,1,Доллар США,73.3155
21.12.2020,21.12.2020,978,EUR,1,Евро,89.8262
22.12.2020,22.12.2020,840,USD,1,Доллар США,74.6721
22.12.2020,22.12.2020,978,EUR,1,Евро,91.0029
23.12.2020,23.12.2020,840,USD,1,Доллар США,75.3498
23.12.2020,23.12.2020,978,EUR,1,Евро,92.0699
24.12.2020,24.12.2020,840,USD,1,Доллар США,75.4571
24.12.2020,24.12.2020,978,EUR,1,Евро,91.9822
25.12.2020,25.12.2020,840,USD,1,Доллар США,74.8392
25.12.2020,25.12.2020,978,EUR,1,Евро,91.3487
26.12.2020,26.12.2020,840,USD,1,Доллар США,73.6921
26.12.2020,26.12.2020,978,EUR,1,Евро,89.8749
27.12.2020,27.12.2020,840,USD,1,Доллар США,73.6921
27.12.2020,27.12.2020,978,EUR,1,Евро,89.8749
28.12.2020,28.12.2020,840,USD,1,Доллар США,73.6921
28.12.2020,28.12.2020,978,EUR,1,Евро,89.8749
29.12.2020,29.12.2020,840,USD,1,Доллар США,73.7175
29.12.2020,29.12.2020,978,EUR,1,Евро,90.127
30.12.2020,30.12.2020,840,USD,1,Доллар США,73.6567
30.12.2020,30.12.2020,978,EUR,1,Евро,90.2074
31.12.2020,31.12.2020,840,USD,1,Доллар США,73.8757
31.12.2020,31.12.2020,978,EUR,1,Евро,90.6824
01.01.2021,01.01.2021,840,USD,1,Доллар США,73.8757
01.01.2021,01.01.2021,978,EUR,1,Евро,90.7932
02.01.2021,02.01.2021,840,USD,1,Доллар США,73.8757
02.01.2021,02.01.2021,978,EUR,1,Евро,90.7932
03.01.2021,03.01.2021,840,USD,1,Доллар США,73.8757
03.01.2021,03.01.2021,978,EUR,1,Евро,90.7932
04.01.2021,04.01.2021,840,USD,1,Доллар США,73.8757
04.01.2021,04.01.2021,978,EUR,1,Евро,90.7932
05.01.2021,05.01.2021,840,USD,1,Доллар США,73.8757
05.01.2021,05.01.2021,978,EUR,1,Евро,90.7932
06.01.2021,06.01.2021,840,USD,1,Доллар США,73.8757
06.01.2021,06.01.2021,978,EUR,1,Евро,90.7932
07.01.2021,07.01.2021,840,USD,1,Доллар США,73.8757
07.01.2021,07.01.2021,978,EUR,1,Евро,90.7932
08.01.2021,08.01.2021,840,USD,1,Доллар США,73.8757
08.01.2021,08.01.2021,978,EUR,1,Евро,90.7932
09.01.2021,09.01.2021,840,USD,1,Доллар США,73.8757
09.01.2021,09.01.2021,978,EUR,1,Евро,90.7932
10.01.2021,10.01.2021,840,USD,1,Доллар США,73.8757
10.01.2021,10.01.2021,978,EUR,1,Евро,90.7932
11.01.2021,11.01.2021,840,USD,1,Доллар США,73.8757
11.01.2021,11.01.2021,978,EUR,1,Евро,90.7932
12.01.2021,12.01.2021,840,USD,1,Доллар США,74.5157
12.01.2021,12.01.2021,978,EUR,1,Евро,90.8123
13.01.2021,13.01.2021,840,USD,1,Доллар США,74.2663
13.01.2021,13.01.2021,978,EUR,1,Евро,90.3227
14.01.2021,14.01.2021,840,USD,1,Доллар США,73.5264
14.01.2021,14.01.2021,978,EUR,1,Евро,89.7831
15.01.2021,15.01.2021,840,USD,1,Доллар США,73.7961
15.01.2021,15.01.2021,978,EUR,1,Евро,89.6475
16.01.2021,16.01.2021,840,USD,1,Доллар США,73.5453
16.01.2021,16.01.2021,978,EUR,1,Евро,89.2546
17.01.2021,17.01.2021,840,USD,1,Доллар США,73.5453
17.01.2021,17.01.2021,978,EUR,1,Евро,89.2546
18.01.2021,18.01.2021,840,USD,1,Доллар США,73.5453
18.01.2021,18.01.2021,978,EUR,1,Евро,89.2546
19.01.2021,19.01.2021,840,USD,1,Доллар США,73.9735
19.01.2021,19.01.2021,978,EUR,1,Евро,89.3304
20.01.2021,20.01.2021,840,USD,1,Доллар США,73.7243
20.01.2021,20.01.2021,978,EUR,1,Евро,89.2064
21.01.2021,21.01.2021,840,USD,1,Доллар США,73.355
21.01.2021,21.01.2021,978,EUR,1,Евро,89.1483
22.01.2021,22.01.2021,840,USD,1,Доллар США,73.3694
22.01.2021,22.01.2021,978,EUR,1,Евро,88.9677
23.01.2021,23.01.2021,840,USD,1,Доллар США,74.3615
23.01.2021,23.01.2021,978,EUR,1,Евро,90.4087
24.01.2021,24.01.2021,840,USD,1,Доллар США,74.3615
24.01.2021,24.01.2021,978,EUR,1,Евро,90.4087
25.01.2021,25.01.2021,840,USD,1,Доллар США,74.3615
25.01.2021,25.01.2021,978,EUR,1,Евро,90.4087
26.01.2021,26.01.2021,840,USD,1,Доллар США,74.8569
26.01.2021,26.01.2021,978,EUR,1,Евро,91.1458
27.01.2021,27.01.2021,840,USD,1,Доллар США,75.6354
27.01.2021,27.01.2021,978,EUR,1,Евро,91.6701
28.01.2021,28.01.2021,840,USD,1,Доллар США,75.04
28.01.2021,28.01.2021,978,EUR,1,Евро,91.2186
29.01.2021,29.01.2021,840,USD,1,Доллар США,76.1854
29.01.2021,29.01.2021,978,EUR,1,Евро,92.131
30.01.2021,30.01.2021,840,USD,1,Доллар США,76.2527
30.01.2021,30.01.2021,978,EUR,1,Евро,92.2963
31.01.2021,31.01.2021,840,USD,1,Доллар США,76.2527
31.01.2021,31.01.2021,978,EUR,1,Евро,92.2963
01.02.2021,01.02.2021,840,USD,1,Доллар США,76.2527
01.02.2021,01.02.2021,978,EUR,1,Евро,92.2963
02.02.2021,02.02.2021,840,USD,1,Доллар США,75.5053
02.02.2021,02.02.2021,978,EUR,1,Евро,91.5426
03.02.2021,03.02.2021,840,USD,1,Доллар США,75.9051
03.02.2021,03.02.2021,978,EUR,1,Евро,91.625
04.02.2021,04.02.2021,840,USD,1,Доллар США,76.0801
04.02.2021,04.02.2021,978,EUR,1,Евро,91.5624
05.02.2021,05.02.2021,840,USD,1,Доллар США,75.7293
05.02.2021,05.02.2021,978,EUR,1,Евро,90.9206
06.02.2021,06.02.2021,840,USD,1,Доллар США,75.1107
06.02.2021,06.02.2021,978,EUR,1,Евро,89.885
07.02.2021,07.02.2021,840,USD,1,Доллар США,75.1107
07.02.2021,07.02.2021,978,EUR,1,Евро,89.885
08.02.2021,08.02.2021,840,USD,1,Доллар США,75.1107
08.02.2021,08.02.2021,978,EUR,1,Евро,89.885
09.02.2021,09.02.2021,840,USD,1,Доллар США,74.2602
09.02.2021,09.02.2021,978,EUR,1,Евро,89.4019
10.02.2021,10.02.2021,840,USD,1,Доллар США,74.1192
10.02.2021,10.02.2021,978,EUR,1,Евро,89.5286
11.02.2021,11.02.2021,840,USD,1,Доллар США,73.8526
11.02.2021,11.02.2021,978,EUR,1,Евро,89.5684
12.02.2021,12.02.2021,840,USD,1,Доллар США,73.7579
12.02.2021,12.02.2021,978,EUR,1,Евро,89.4388
13.02.2021,13.02.2021,840,USD,1,Доллар США,73.9378
13.02.2021,13.02.2021,978,EUR,1,Евро,89.6052
14.02.2021,14.02.2021,840,USD,1,Доллар США,73.9378
14.02.2021,14.02.2021,978,EUR,1,Евро,89.6052
15.02.2021,15.02.2021,840,USD,1,Доллар США,73.9378
15.02.2021,15.02.2021,978,EUR,1,Евро,89.6052
16.02.2021,16.02.2021,840,USD,1,Доллар США,73.3092
16.02.2021,16.02.2021,978,EUR,1,Евро,88.9754
17.02.2021,17.02.2021,840,USD,1,Доллар США,73.2895
17.02.2021,17.02.2021,978,EUR,1,Евро,88.9441
18.02.2021,18.02.2021,840,USD,1,Доллар США,73.7669
18.02.2021,18.02.2021,978,EUR,1,Евро,89.0809
19.02.2021,19.02.2021,840,USD,1,Доллар США,73.7755
19.02.2021,19.02.2021,978,EUR,1,Евро,88.87
20.02.2021,20.02.2021,840,USD,1,Доллар США,73.9717
20.02.2021,20.02.2021,978,EUR,1,Евро,89.5427
21.02.2021,21.02.2021,840,USD,1,Доллар США,73.9833
21.02.2021,21.02.2021,978,EUR,1,Евро,89.6604
22.02.2021,22.02.2021,840,USD,1,Доллар США,73.9833
22.02.2021,22.02.2021,978,EUR,1,Евро,89.6604
23.02.2021,23.02.2021,840,USD,1,Доллар США,73.9833
23.02.2021,23.02.2021,978,EUR,1,Евро,89.6604
24.02.2021,24.02.2021,840,USD,1,Доллар США,73.9833
24.02.2021,24.02.2021,978,EUR,1,Евро,89.6604
25.02.2021,25.02.2021,840,USD,1,Доллар США,73.7532
25.02.2021,25.02.2021,978,EUR,1,Евро,89.6691
26.02.2021,26.02.2021,840,USD,1,Доллар США,73.4747
26.02.2021,26.02.2021,978,EUR,1,Евро,89.4995
27.02.2021,27.02.2021,840,USD,1,Доллар США,74.4373
27.02.2021,27.02.2021,978,EUR,1,Евро,90.3743
28.02.2021,28.02.2021,840,USD,1,Доллар США,74.4373
28.02.2021,28.02.2021,978,EUR,1,Евро,90.3743
01.03.2021,01.03.2021,840,USD,1,Доллар США,74.4373
01.03.2021,01.03.2021,978,EUR,1,Евро,90.3743
02.03.2021,02.03.2021,840,USD,1,Доллар США,74.0448
02.03.2021,02.03.2021,978,EUR,1,Евро,89.4461
03.03.2021,03.03.2021,840,USD,1,Доллар США,74.5755
03.03.2021,03.03.2021,978,EUR,1,Евро,89.5652
04.03.2021,04.03.2021,840,USD,1,Доллар США,73.5187
04.03.2021,04.03.2021,978,EUR,1,Евро,88.8768
05.03.2021,05.03.2021,840,USD,1,Доллар США,73.7864
05.03.2021,05.03.2021,978,EUR,1,Евро,88.9421
06.03.2021,06.03.2021,840,USD,1,Доллар США,74.4275
06.03.2021,06.03.2021,978,EUR,1,Евро,88.9334
07.03.2021,07.03.2021,840,USD,1,Доллар США,74.4275
07.03.2021,07.03.2021,978,EUR,1,Евро,88.9334
08.03.2021,08.03.2021,840,USD,1,Доллар США,74.4275
08.03.2021,08.03.2021,978,EUR,1,Евро,88.9334
09.03.2021,09.03.2021,840,USD,1,Доллар США,74.4275
09.03.2021,09.03.2021,978,EUR,1,Евро,88.9334
10.03.2021,10.03.2021,840,USD,1,Доллар США,74.264
10.03.2021,10.03.2021,978,EUR,1,Евро,88.1736
11.03.2021,11.03.2021,840,USD,1,Доллар США,74.0393
11.03.2021,11.03.2021,978,EUR,1,Евро,87.9587
12.03.2021,12.03.2021,840,USD,1,Доллар США,73.4996
12.03.2021,12.03.2021,978,EUR,1,Евро,87.7585
13.03.2021,13.03.2021,840,USD,1,Доллар США,73.5081
13.03.2021,13.03.2021,978,EUR,1,Евро,87.7981
14.03.2021,14.03.2021,840,USD,1,Доллар США,73.5081
14.03.2021,14.03.2021,978,EUR,1,Евро,87.7981
15.03.2021,15.03.2021,840,USD,1,Доллар США,73.5081
15.03.2021,15.03.2021,978,EUR,1,Евро,87.7981
16.03.2021,16.03.2021,840,USD,1,Доллар США,73.2317
16.03.2021,16.03.2021,978,EUR,1,Евро,87.3508
17.03.2021,17.03.2021,840,USD,1,Доллар США,72.9619
17.03.2021,17.03.2021,978,EUR,1,Евро,86.9852
18.03.2021,18.03.2021,840,USD,1,Доллар США,73.1019
18.03.2021,18.03.2021,978,EUR,1,Евро,86.9693
19.03.2021,19.03.2021,840,USD,1,Доллар США,73.6582
19.03.2021,19.03.2021,978,EUR,1,Евро,88.1173
20.03.2021,20.03.2021,840,USD,1,Доллар США,74.139
20.03.2021,20.03.2021,978,EUR,1,Евро,88.433
21.03.2021,21.03.2021,840,USD,1,Доллар США,74.139
21.03.2021,21.03.2021,978,EUR,1,Евро,88.433
22.03.2021,22.03.2021,840,USD,1,Доллар США,74.139
22.03.2021,22.03.2021,978,EUR,1,Евро,88.433
23.03.2021,23.03.2021,840,USD,1,Доллар США,74.6085
23.03.2021,23.03.2021,978,EUR,1,Евро,88.6573
24.03.2021,24.03.2021,840,USD,1,Доллар США,75.3585
24.03.2021,24.03.2021,978,EUR,1,Евро,89.767
25.03.2021,25.03.2021,840,USD,1,Доллар США,76.1535
25.03.2021,25.03.2021,978,EUR,1,Евро,90.0515
26.03.2021,26.03.2021,840,USD,1,Доллар США,76.1741
26.03.2021,26.03.2021,978,EUR,1,Евро,89.9768
27.03.2021,27.03.2021,840,USD,1,Доллар США,75.7576
27.03.2021,27.03.2021,978,EUR,1,Евро,89.2576
28.03.2021,28.03.2021,840,USD,1,Доллар США,75.7576
28.03.2021,28.03.2021,978,EUR,1,Евро,89.2576
